_id_,_id2_,comp_mixto1
50367,1158441,0.38
40442,930166,0.38
11874,273102,0.24903999999999998
4628,106444,0.36486
43171,992933,0.32165999999999995
71892,1653516,0.28
83864,1928872,0.38
69528,1599144,0.36
40968,942264,0.34
9547,219581,0.36066
61665,1418295,0.37
81032,1863736,0.32776
6562,150926,0.32476
1513,34799,0.30301999999999996
77304,1777992,0.26
94790,2180170,0.34
33031,759713,0.33614
97650,2245950,0.368
41858,962734,0.33344
61411,1412453,0.34665999999999997
73785,1697055,0.36456
76222,1753106,0.35428
20110,462530,0.34
82955,1907965,0.25302
8873,204079,0.36551999999999996
97234,2236382,0.32
29163,670749,0.332
83519,1920937,0.27334
33507,770661,0.26518
51398,1182154,0.37
19119,439737,0.34522
64840,1491320,0.3553
20572,473156,0.3386
27580,634340,0.37006
67558,1553834,0.31994
16964,390172,0.32174
61503,1414569,0.36234000000000005
39326,904498,0.34886
65415,1504545,0.36998000000000003
64597,1485731,0.38
68174,1568002,0.35498
18922,435206,0.31
57203,1315669,0.3554
46399,1067177,0.3401
77697,1787031,0.30546
13219,304037,0.33988
63515,1460845,0.32238
27261,627003,0.3
68579,1577317,0.36992
2056,47288,0.34
67478,1551994,0.30832
91472,2103856,0.34208000000000005
88254,2029842,0.30256
64457,1482511,0.36924
55861,1284803,0.3647
4829,111067,0.238
7680,176640,0.31318
30060,691380,0.32926
77826,1789998,0.35472000000000004
86424,1987752,0.31456
62332,1433636,0.38
83120,1911760,0.37051999999999996
19214,441922,0.36668
95932,2206436,0.31354000000000004
25377,583671,0.33518000000000003
29703,683169,0.3366
3200,73600,0.37
62109,1428507,0.36108000000000007
93644,2153812,0.28
72296,1662808,0.27227999999999997
78342,1801866,0.38322
85063,1956449,0.27936
18429,423867,0.35988
90430,2079890,0.32692
23833,548159,0.368
85204,1959692,0.24572
9837,226251,0.38
21781,500963,0.34
72863,1675849,0.38
18551,426673,0.35372000000000003
75487,1736201,0.38
28791,662193,0.364
96590,2221570,0.2988
76189,1752347,0.2632
81050,1864150,0.37
60686,1395778,0.37094
95483,2196109,0.38
41850,962550,0.39
10549,242627,0.364
39033,897759,0.35875999999999997
16592,381616,0.34220000000000006
26487,609201,0.38
43380,997740,0.37658
90842,2089366,0.37
54810,1260630,0.36
43961,1011103,0.35396000000000005
81609,1877007,0.34244
17670,406410,0.38
62510,1437730,0.37958000000000003
40483,931109,0.34515999999999997
34277,788371,0.35336
45040,1035920,0.34858000000000006
88459,2034557,0.37
63422,1458706,0.33992
49965,1149195,0.33846000000000004
69612,1601076,0.36325999999999997
61153,1406519,0.38
11324,260452,0.26
61110,1405530,0.31454000000000004
91108,2095484,0.38
88675,2039525,0.34556
67535,1553305,0.36236
39586,910478,0.25
41629,957467,0.38
38551,886673,0.32084
52221,1201083,0.347
88201,2028623,0.33876
46675,1073525,0.366
81402,1872246,0.29042
37661,866203,0.36842
57066,1312518,0.23528
41417,952591,0.3205
1976,45448,0.34
23289,535647,0.3
79716,1833468,0.36351999999999995
13145,302335,0.31832
42668,981364,0.28332
93358,2147234,0.3375
40527,932121,0.36324
11793,271239,0.33836
70391,1618993,0.37
15976,367448,0.2968
59412,1366476,0.37489999999999996
69846,1606458,0.39
91899,2113677,0.35
44823,1030929,0.35078
54529,1254167,0.38
13247,304681,0.32444
37571,864133,0.30862
70275,1616325,0.32592000000000004
97272,2237256,0.34526
57011,1311253,0.277
94590,2175570,0.37
55927,1286321,0.30701999999999996
88634,2038582,0.34838
4686,107778,0.31388
95250,2190750,0.36728
80661,1855203,0.34642
54152,1245496,0.36613999999999997
88217,2028991,0.31662
84844,1951412,0.3
7416,170568,0.37316
18764,431572,0.3145
72156,1659588,0.3
48793,1122239,0.36858
16393,377039,0.34
60788,1398124,0.38
35674,820502,0.37896
47125,1083875,0.35032
63909,1469907,0.38
60340,1387820,0.36616
32099,738277,0.3
35426,814798,0.34
76020,1748460,0.34
27382,629786,0.32592000000000004
55630,1279490,0.34708000000000006
29185,671255,0.32598
14501,333523,0.35453999999999997
83709,1925307,0.37
15214,349922,0.38
39878,917194,0.34036
26313,605199,0.34
46497,1069431,0.38
83055,1910265,0.34
46686,1073778,0.38
50006,1150138,0.3414
73108,1681484,0.38
8947,205781,0.29266
48356,1112188,0.38
10780,247940,0.32942
1569,36087,0.31272000000000005
13828,318044,0.37965999999999994
16686,383778,0.38
6570,151110,0.38
59981,1379563,0.33714
35373,813579,0.292
75403,1734269,0.29352
96635,2222605,0.36
5103,117369,0.29952
59092,1359116,0.38
9738,223974,0.3368
76057,1749311,0.3587
12668,291364,0.32194
1050,24150,0.3499
55149,1268427,0.33053999999999994
44755,1029365,0.38
33630,773490,0.37870000000000004
62876,1446148,0.32688
61789,1421147,0.325
45553,1047719,0.38
17601,404823,0.34
79714,1833422,0.34
92265,2122095,0.26
32848,755504,0.33672
36104,830392,0.3625
37318,858314,0.37620000000000003
32116,738668,0.38
51602,1186846,0.297
90073,2071679,0.34012
62927,1447321,0.36
36996,850908,0.37988
45673,1050479,0.30192
85998,1977954,0.32858000000000004
76776,1765848,0.37222000000000005
59808,1375584,0.31562
23497,540431,0.32294
26449,608327,0.37
62282,1432486,0.34286
87394,2010062,0.29166
53516,1230868,0.36394
62887,1446401,0.305
91150,2096450,0.34
26564,610972,0.35916
35657,820111,0.36954
75702,1741146,0.28042
44635,1026605,0.31248000000000004
28876,664148,0.325
80290,1846670,0.28108
86754,1995342,0.36666
5724,131652,0.36578
35634,819582,0.36
5392,124016,0.3
186,4278,0.33038
89855,2066665,0.33756
4474,102902,0.33112
61212,1407876,0.34
59652,1371996,0.32480000000000003
14520,333960,0.34
38400,883200,0.33908000000000005
15903,365769,0.33753999999999995
74426,1711798,0.328
85464,1965672,0.3568
56342,1295866,0.34612
62880,1446240,0.36842
17123,393829,0.2491
14376,330648,0.38
12646,290858,0.38
88504,2035592,0.35
35757,822411,0.32
82340,1893820,0.36078
69562,1599926,0.31334
42796,984308,0.37
19788,455124,0.37
50686,1165778,0.28194
62659,1441157,0.23636000000000001
26090,600070,0.34
22955,527965,0.31751999999999997
59884,1377332,0.38
47912,1101976,0.37
72659,1671157,0.39
55509,1276707,0.328
49445,1137235,0.35462
27996,643908,0.28818
33254,764842,0.37
41211,947853,0.38
11795,271285,0.35494
69233,1592359,0.36
83085,1910955,0.38
59492,1368316,0.38
90882,2090286,0.36
59435,1367005,0.38
16927,389321,0.36992
38137,877151,0.3083
341,7843,0.34220000000000006
32527,748121,0.25882
81523,1875029,0.33334
95391,2193993,0.38
89215,2051945,0.37
41137,946151,0.32222
54348,1250004,0.37342000000000003
82346,1893958,0.364
4551,104673,0.3
64766,1489618,0.38
79586,1830478,0.32942
35098,807254,0.38
65630,1509490,0.26856
19301,443923,0.373
59696,1373008,0.36
34665,797295,0.36
39601,910823,0.336
34321,789383,0.34
64768,1489664,0.32486000000000004
1010,23230,0.35653999999999997
95056,2186288,0.33958000000000005
10727,246721,0.38
9416,216568,0.28
48917,1125091,0.33334
8439,194097,0.27024000000000004
62122,1428806,0.26
583,13409,0.30086
92589,2129547,0.32584
38875,894125,0.27692
3940,90620,0.32462
88358,2032234,0.36966
58371,1342533,0.32714
32156,739588,0.28906
80469,1850787,0.34044
19340,444820,0.32380000000000003
22788,524124,0.34
86596,1991708,0.32122
39997,919931,0.368
69366,1595418,0.38
88372,2032556,0.35803999999999997
88738,2040974,0.37
59733,1373859,0.32977999999999996
58419,1343637,0.26
43891,1009493,0.25
13375,307625,0.29928
94537,2174351,0.32088
34799,800377,0.298
37480,862040,0.28356
25560,587880,0.31212
67311,1548153,0.34
12569,289087,0.368
76336,1755728,0.36360000000000003
57262,1317026,0.26888
84783,1950009,0.36606
3777,86871,0.289
47792,1099216,0.38
26802,616446,0.37982
35073,806679,0.29248
1103,25369,0.33672
25994,597862,0.35908000000000007
68377,1572671,0.36994
95387,2193901,0.36216
35230,810290,0.33992
57756,1328388,0.33892
57141,1314243,0.37
63705,1465215,0.27308
64670,1487410,0.37989999999999996
76946,1769758,0.38
52100,1198300,0.37
47004,1081092,0.36998000000000003
38338,881774,0.36
18315,421245,0.33798
92488,2127224,0.38
29664,682272,0.3331
4702,108146,0.26665999999999995
75009,1725207,0.278
23371,537533,0.37989999999999996
64683,1487709,0.33438
63522,1461006,0.34414
10288,236624,0.31939999999999996
95807,2203561,0.2646
49687,1142801,0.25548000000000004
67804,1559492,0.25446
48457,1114511,0.36608
80024,1840552,0.34
34882,802286,0.36
57349,1319027,0.2746
33827,778021,0.34
6414,147522,0.31915999999999994
98463,2264649,0.378
4615,106145,0.29334000000000005
16356,376188,0.38
58038,1334874,0.3378
40228,925244,0.31236
102,2346,0.34732
17996,413908,0.33624
87580,2014340,0.29094
77348,1779004,0.31557999999999997
35201,809623,0.30913999999999997
67369,1549487,0.368
7604,174892,0.35724
29382,675786,0.37
7896,181608,0.36594
41426,952798,0.29748
55910,1285930,0.30468
14846,341458,0.37
41165,946795,0.34665999999999997
68188,1568324,0.32308
91054,2094242,0.37132
48608,1117984,0.38
61613,1417099,0.36942
77448,1781304,0.29334000000000005
92618,2130214,0.36568
80021,1840483,0.35084000000000004
60199,1384577,0.27692
78912,1814976,0.35234000000000004
7846,180458,0.37
15580,358340,0.3463
3710,85330,0.37
95421,2194683,0.34070000000000006
44515,1023845,0.35825999999999997
73044,1680012,0.38
87301,2007923,0.26852
69806,1605538,0.3073
26446,608258,0.33474
77447,1781281,0.30022000000000004
14292,328716,0.34
47386,1089878,0.37644
69823,1605929,0.368
16800,386400,0.36958
16756,385388,0.33752
8808,202584,0.2815
62406,1435338,0.25382
38594,887662,0.31776
60917,1401091,0.35916
5606,128938,0.38
81295,1869785,0.37
27163,624749,0.37
27453,631419,0.25998000000000004
74918,1723114,0.3533
37883,871309,0.3798
29269,673187,0.37
85372,1963556,0.30718
79746,1834158,0.29916
93130,2141990,0.38
86867,1997941,0.34318
58577,1347271,0.34153999999999995
9780,224940,0.37992000000000004
16860,387780,0.34
6365,146395,0.36924
15302,351946,0.33842
86031,1978713,0.35856
25069,576587,0.36910000000000004
77742,1788066,0.36598
64660,1487180,0.36048
60829,1399067,0.24268
235,5405,0.33634000000000003
91312,2100176,0.36306
95964,2207172,0.36924
77856,1790688,0.38
29000,667000,0.30344
60012,1380276,0.34
29704,683192,0.29168
42717,982491,0.3625
28851,663573,0.31056
48157,1107611,0.23216
42459,976557,0.34
47638,1095674,0.38
37567,864041,0.3125
79681,1832663,0.35056
59720,1373560,0.29214
76069,1749587,0.38
96908,2228884,0.26896000000000003
97439,2241097,0.29566
8304,190992,0.30156
82792,1904216,0.33514
61667,1418341,0.33756
83656,1924088,0.37608
39125,899875,0.37272000000000005
61126,1405898,0.368
4855,111665,0.32032
7656,176088,0.38
39712,913376,0.36648000000000003
95887,2205401,0.34515999999999997
75673,1740479,0.25924
47326,1088498,0.32
36261,834003,0.37
14438,332074,0.34
41449,953327,0.37438
31429,722867,0.32156
92064,2117472,0.33334
92704,2132192,0.31112
49544,1139512,0.36932
23230,534290,0.37
64387,1480901,0.36876
57584,1324432,0.38
71971,1655333,0.3358
13461,309603,0.36554
60038,1380874,0.34793999999999997
55217,1269991,0.21004
83037,1909851,0.34714
31122,715806,0.31051999999999996
87748,2018204,0.36798000000000003
43116,991668,0.30518
90499,2081477,0.3431
91271,2099233,0.28465999999999997
16339,375797,0.3
10662,245226,0.28072
2976,68448,0.37
70908,1630884,0.30344
74428,1711844,0.31286
19927,458321,0.36939999999999995
58213,1338899,0.31534
93374,2147602,0.37
45694,1050962,0.36
22777,523871,0.32024
47409,1090407,0.34
23627,543421,0.36
71088,1635024,0.31774
86558,1990834,0.36528
16881,388263,0.35464
98230,2259290,0.33982
22300,512900,0.37858
25634,589582,0.34
14629,336467,0.30219999999999997
6191,142393,0.34
35324,812452,0.36
25374,583602,0.34782
770,17710,0.36518
67978,1563494,0.37
20079,461817,0.36996
54912,1262976,0.27752
28972,666356,0.34665999999999997
11606,266938,0.34102
49092,1129116,0.31588
71055,1634265,0.26472
96913,2228999,0.2615
60880,1400240,0.25851999999999997
17102,393346,0.3152
51307,1180061,0.36666
95903,2205769,0.36382
25728,591744,0.30798000000000003
25746,592158,0.32614
74797,1720331,0.24788
28153,647519,0.36666
98532,2266236,0.33334
6823,156929,0.34322
14918,343114,0.32
12550,288650,0.35456
47407,1090361,0.39
26886,618378,0.3375
74957,1724011,0.28
43909,1009907,0.34418
988,22724,0.36310000000000003
27814,639722,0.33714
76614,1762122,0.36
83243,1914589,0.38
78736,1810928,0.34
79464,1827672,0.38
66387,1526901,0.36616
51616,1187168,0.29334000000000005
85350,1963050,0.38
30812,708676,0.35453999999999997
82811,1904653,0.34972000000000003
7234,166382,0.37
69559,1599857,0.38
32908,756884,0.35498
98758,2271434,0.35862
48117,1106691,0.37363999999999997
68540,1576420,0.37701999999999997
76740,1765020,0.35
3389,77947,0.37
35704,821192,0.37
93983,2161609,0.36572000000000005
72705,1672215,0.31686000000000003
48326,1111498,0.27048
19437,447051,0.35037999999999997
56876,1308148,0.39
72211,1660853,0.31564
87852,2020596,0.37
15409,354407,0.37098000000000003
98374,2262602,0.37334
79305,1824015,0.37
71271,1639233,0.27272
93540,2151420,0.31294
46931,1079413,0.27164
58742,1351066,0.345
49411,1136453,0.36
83121,1911783,0.34643999999999997
36747,845181,0.35172000000000003
73111,1681553,0.34772000000000003
35429,814867,0.36
90658,2085134,0.27008
30928,711344,0.36
45048,1036104,0.34896000000000005
95836,2204228,0.37
86254,1983842,0.34820000000000007
88497,2035431,0.284
13113,301599,0.3572000000000001
88680,2039640,0.27092
884,20332,0.30212
93024,2139552,0.32372
64071,1473633,0.34328
69011,1587253,0.32242000000000004
45463,1045649,0.348
50831,1169113,0.38
65588,1508524,0.3575
90693,2085939,0.37
63527,1461121,0.31876
58903,1354769,0.3
81412,1872476,0.32944
60202,1384646,0.33496000000000004
58595,1347685,0.3506
71371,1641533,0.29334000000000005
6618,152214,0.38408000000000003
25222,580106,0.285
63615,1463145,0.34584000000000004
75125,1727875,0.36906
44657,1027111,0.3
52315,1203245,0.38
78764,1811572,0.37646
29697,683031,0.22032
77940,1792620,0.365
59389,1365947,0.36598
26846,617458,0.36868
48697,1120031,0.36394
64358,1480234,0.38
31326,720498,0.34
26663,613249,0.3369
81231,1868313,0.38
41808,961584,0.34987999999999997
18128,416944,0.32165999999999995
90372,2078556,0.35136
64184,1476232,0.37
76769,1765687,0.28134000000000003
95985,2207655,0.32442000000000004
30253,695819,0.31492000000000003
94458,2172534,0.31427999999999995
83978,1931494,0.36
46987,1080701,0.366
85323,1962429,0.35606
95118,2187714,0.36666
88619,2038237,0.35294
32204,740692,0.31068
46415,1067545,0.27
37875,871125,0.34
64192,1476416,0.32542000000000004
40569,933087,0.33508000000000004
22473,516879,0.35384000000000004
62777,1443871,0.38
79590,1830570,0.33058000000000004
53833,1238159,0.26465999999999995
87069,2002587,0.284
86652,1992996,0.27992
96815,2226745,0.29834000000000005
93701,2155123,0.29516
14200,326600,0.3078
34856,801688,0.31936000000000003
65544,1507512,0.32
78265,1800095,0.36626
35881,825263,0.37938
38861,893803,0.3196
47456,1091488,0.33368000000000003
22267,512141,0.33964
16703,384169,0.36378
39713,913399,0.35218
67905,1561815,0.24506
41263,949049,0.36363999999999996
77381,1779763,0.38
60089,1382047,0.32632
65441,1505143,0.38
49941,1148643,0.34048
66670,1533410,0.34
58291,1340693,0.37662
59112,1359576,0.32858000000000004
70604,1623892,0.30368
61695,1418985,0.325
4858,111734,0.37594
80040,1840920,0.27702
87966,2023218,0.36
13470,309810,0.3282
75712,1741376,0.33272
22146,509358,0.3077
79485,1828155,0.30989999999999995
55741,1282043,0.38
20200,464600,0.33026
28523,656029,0.34415999999999997
46880,1078240,0.36446000000000006
18268,420164,0.37836000000000003
7946,182758,0.32008
32800,754400,0.34
89246,2052658,0.31176
77748,1788204,0.35503999999999997
38323,881429,0.38
83430,1918890,0.36
27030,621690,0.30363999999999997
95975,2207425,0.35994
38585,887455,0.36568
53767,1236641,0.29508
6718,154514,0.34168
44324,1019452,0.38
73781,1696963,0.31416
89146,2050358,0.3415
81944,1884712,0.33524
88804,2042492,0.29588
28898,664654,0.35960000000000003
33850,778550,0.36784000000000006
55309,1272107,0.355
64465,1482695,0.31586000000000003
26497,609431,0.34
21794,501262,0.35
36581,841363,0.36982
67575,1554225,0.376
65325,1502475,0.32624000000000003
26275,604325,0.28887999999999997
12866,295918,0.22546000000000002
1303,29969,0.37996
33541,771443,0.36534000000000005
52866,1215918,0.37
86793,1996239,0.31956
83252,1914796,0.34546000000000004
43648,1003904,0.38
51188,1177324,0.38
69662,1602226,0.368
6725,154675,0.38
23719,545537,0.31038
3162,72726,0.36992
21670,498410,0.34688
68503,1575569,0.36888
15452,355396,0.344
58235,1339405,0.34
78077,1795771,0.38
9676,222548,0.35916
71324,1640452,0.36563999999999997
81308,1870084,0.28918
83216,1913968,0.2447
75063,1726449,0.3675
2561,58903,0.34198
52510,1207730,0.34236
89440,2057120,0.328
88420,2033660,0.36
66495,1529385,0.35958000000000007
2751,63273,0.38
95686,2200778,0.28548
704,16192,0.38312
84520,1943960,0.37
60755,1397365,0.37
11635,267605,0.38
58461,1344603,0.36832
56290,1294670,0.37
11066,254518,0.35874
16032,368736,0.27048
90237,2075451,0.2703
15815,363745,0.3665
46910,1078930,0.36666
69146,1590358,0.3018
76281,1754463,0.33656
25369,583487,0.3561
70401,1619223,0.36998000000000003
86305,1985015,0.2875
87604,2014892,0.30778
82193,1890439,0.3619
50272,1156256,0.34358000000000005
88817,2042791,0.37988
50739,1166997,0.35
8899,204677,0.36
88756,2041388,0.34
29012,667276,0.36
54234,1247382,0.36518
13607,312961,0.39
47937,1102551,0.35714
31446,723258,0.34492
16001,368023,0.34
47742,1098066,0.2836
75167,1728841,0.30910000000000004
53513,1230799,0.33518000000000003
7189,165347,0.28508
62629,1440467,0.32196
42519,977937,0.36768
61568,1416064,0.36672000000000005
9362,215326,0.344
78755,1811365,0.25048000000000004
55696,1281008,0.36204
8852,203596,0.37968
83375,1917625,0.36666
20719,476537,0.28887999999999997
74730,1718790,0.29544
37597,864731,0.34
51742,1190066,0.3413
63326,1456498,0.35728
14790,340170,0.36776
49376,1135648,0.33096000000000003
61408,1412384,0.32092000000000004
87409,2010407,0.368
19221,442083,0.32718
65795,1513285,0.32308
78687,1809801,0.25448000000000004
8665,199295,0.36
30612,704076,0.37334
60837,1399251,0.37
24923,573229,0.32644
42997,988931,0.3
60193,1384439,0.37
62528,1438144,0.37
26559,610857,0.321
21102,485346,0.36
57307,1318061,0.37
56456,1298488,0.37
28656,659088,0.35638
966,22218,0.34946000000000005
79427,1826821,0.21825999999999998
32678,751594,0.3718
64960,1494080,0.35
21325,490475,0.35962
42027,966621,0.38
87648,2015904,0.34165999999999996
80768,1857664,0.23892000000000002
8597,197731,0.368
48314,1111222,0.32627999999999996
63320,1456360,0.368
34907,802861,0.36994
67970,1563310,0.37714
34258,787934,0.35481999999999997
29642,681766,0.26364
55135,1268105,0.32846000000000003
45204,1039692,0.30998000000000003
28455,654465,0.33362
79205,1821715,0.24819999999999998
71997,1655931,0.37
12911,296953,0.31798000000000004
70047,1611081,0.30482
53073,1220679,0.30848000000000003
14978,344494,0.36996
59097,1359231,0.31112
32449,746327,0.374
22063,507449,0.35884000000000005
59793,1375239,0.27922
65092,1497116,0.31212
68573,1577179,0.35294
8241,189543,0.34678
38253,879819,0.34808000000000006
86427,1987821,0.37
53167,1222841,0.351
82074,1887702,0.368
76360,1756280,0.33988
37744,868112,0.34
30974,712402,0.33334
96689,2223847,0.38
70129,1612967,0.37
1029,23667,0.36556
11920,274160,0.37592000000000003
23327,536521,0.32765999999999995
6689,153847,0.24588
880,20240,0.37846
80186,1844278,0.30666
35672,820456,0.2702
73445,1689235,0.33772
96928,2229344,0.3657
89393,2056039,0.33132
26966,620218,0.36744
17426,400798,0.32264
36728,844744,0.32
56126,1290898,0.34998
34613,796099,0.32830000000000004
70927,1631321,0.34665999999999997
35872,825056,0.31113999999999997
25252,580796,0.37
35852,824596,0.33974
78007,1794161,0.39
48283,1110509,0.34
8892,204516,0.38
55130,1267990,0.32344
57420,1320660,0.335
80203,1844669,0.3698
37038,851874,0.26244
10963,252149,0.36444
98211,2258853,0.36008000000000007
25194,579462,0.22744
74480,1713040,0.3373
9770,224710,0.37954
75105,1727415,0.38
44280,1018440,0.35518
53329,1226567,0.3338
54628,1256444,0.31304000000000004
34747,799181,0.23118
84228,1937244,0.3
39661,912203,0.26
69349,1595027,0.22458
24521,563983,0.34042
97804,2249492,0.3323
48447,1114281,0.32226
60219,1385037,0.368
3033,69759,0.32776
84737,1948951,0.37
96136,2211128,0.32008
89116,2049668,0.32
1836,42228,0.28924
9915,228045,0.30936
59470,1367810,0.34496000000000004
72758,1673434,0.37
19752,454296,0.33774
81147,1866381,0.36
66577,1531271,0.34668
18720,430560,0.37
84017,1932391,0.35268
35918,826114,0.35998
40272,926256,0.37
74068,1703564,0.36662
7472,171856,0.34603999999999996
58930,1355390,0.33794
33624,773352,0.34
96584,2221432,0.28515999999999997
1905,43815,0.32182
59378,1365694,0.27392
94773,2179779,0.34
8767,201641,0.28887999999999997
80853,1859619,0.37666
5091,117093,0.3593
8734,200882,0.33953999999999995
84300,1938900,0.37524
45333,1042659,0.38276
43061,990403,0.36
37945,872735,0.2716
57331,1318613,0.32352
67135,1544105,0.32504
94279,2168417,0.32177999999999995
85247,1960681,0.26
11121,255783,0.38
94987,2184701,0.32139999999999996
63685,1464755,0.37622000000000005
47552,1093696,0.38
77593,1784639,0.36876
15513,356799,0.31060000000000004
78661,1809203,0.36924
48978,1126494,0.23334
14260,327980,0.38
92273,2122279,0.28388
64823,1490929,0.318
48964,1126172,0.38
53853,1238619,0.38
80976,1862448,0.37
4233,97359,0.37
26587,611501,0.37
38004,874092,0.34743999999999997
66822,1536906,0.37532
53396,1228108,0.36666
41625,957375,0.27058
31978,735494,0.37
28687,659801,0.38
57520,1322960,0.32606
9815,225745,0.38
9999,229977,0.31010000000000004
26199,602577,0.26
38298,880854,0.35374
44501,1023523,0.36072000000000004
92659,2131157,0.35606
51372,1181556,0.35556
42060,967380,0.33998
3515,80845,0.37614
83531,1921213,0.29302
26607,611961,0.33994
83971,1931333,0.3291
80088,1842024,0.3875
63354,1457142,0.37
7344,168912,0.30951999999999996
7052,162196,0.33334
87350,2009050,0.37262
90084,2071932,0.36588
45976,1057448,0.38
12566,289018,0.35152
98546,2266558,0.34778
94021,2162483,0.37
55882,1285286,0.352
2658,61134,0.326
17179,395117,0.35542
19034,437782,0.39
42024,966552,0.36986
48791,1122193,0.34134000000000003
86736,1994928,0.35488
35262,811026,0.34998
56312,1295176,0.36363999999999996
11895,273585,0.3695
20414,469522,0.36666
14460,332580,0.3579
86264,1984072,0.368
44652,1026996,0.30657999999999996
37103,853369,0.3363
16652,382996,0.32874000000000003
84703,1948169,0.36
95813,2203699,0.37038
59302,1363946,0.29934000000000005
14705,338215,0.38
92808,2134584,0.36468
81606,1876938,0.30588
28588,657524,0.37
84978,1954494,0.34665999999999997
74724,1718652,0.2794
43584,1002432,0.37432
83564,1921972,0.28696000000000005
7619,175237,0.36258
66427,1527821,0.36
77148,1774404,0.36
67831,1560113,0.36774
15171,348933,0.34558000000000005
23413,538499,0.293
46123,1060829,0.37624
98427,2263821,0.33977999999999997
71759,1650457,0.35518
38823,892929,0.35388
94951,2183873,0.36662
3359,77257,0.3538
19200,441600,0.35594
77567,1784041,0.38
51754,1190342,0.35142
56422,1297706,0.37
32263,742049,0.37
33639,773697,0.3221
98150,2257450,0.35242
18887,434401,0.33174000000000003
73428,1688844,0.33080000000000004
53719,1235537,0.37
23544,541512,0.37
900,20700,0.25376
28740,661020,0.34
36103,830369,0.37
36828,847044,0.3
44195,1016485,0.38
58359,1342257,0.36722000000000005
21329,490567,0.36978
23343,536889,0.37566
47116,1083668,0.29752
49441,1137143,0.256
21617,497191,0.35874
62103,1428369,0.38
18672,429456,0.33648
17872,411056,0.3548
16206,372738,0.37724
19148,440404,0.35936
33118,761714,0.37
40592,933616,0.22692
98067,2255541,0.33914
97457,2241511,0.36
14490,333270,0.35874
64125,1474875,0.38
3980,91540,0.38
2141,49243,0.34
34009,782207,0.37
35446,815258,0.37
39786,915078,0.3315
368,8464,0.33084
31077,714771,0.32362
1964,45172,0.3478
18164,417772,0.37801999999999997
36533,840259,0.296
71449,1643327,0.32903999999999994
59683,1372709,0.34994
78218,1799014,0.35652
72413,1665499,0.35458000000000006
97851,2250573,0.36512
24223,557129,0.36924
9100,209300,0.30394
66191,1522393,0.31764
18163,417749,0.31564
56340,1295820,0.38
66062,1519426,0.29
222,5106,0.33265999999999996
16479,379017,0.37989999999999996
82992,1908816,0.37
41853,962619,0.36989999999999995
98553,2266719,0.37
31019,713437,0.35642
31217,717991,0.29414
80485,1851155,0.2973
97863,2250849,0.26465999999999995
57664,1326272,0.342
23654,544042,0.37664
33502,770546,0.34562
74321,1709383,0.36896
10015,230345,0.28462
60403,1389269,0.27408
22266,512118,0.37
31594,726662,0.32948
74567,1715041,0.37846
29270,673210,0.3125
52964,1218172,0.33044
40261,926003,0.36994
20781,477963,0.38
21862,502826,0.36672000000000005
19937,458551,0.37
25712,591376,0.36
50130,1152990,0.38
40974,942402,0.38
13938,320574,0.24862
96729,2224767,0.368
16768,385664,0.36532
2774,63802,0.37794
51981,1195563,0.22624
87708,2017284,0.3201
30292,696716,0.37
28785,662055,0.31792000000000004
80632,1854536,0.34634000000000004
74495,1713385,0.27776
18869,433987,0.28296000000000004
83394,1918062,0.28362
4429,101867,0.38
13604,312892,0.33438
16392,377016,0.23514
73010,1679230,0.36492
53543,1231489,0.26
29688,682824,0.32112
14926,343298,0.38
25914,596022,0.36
22636,520628,0.37
6928,159344,0.3241
93894,2159562,0.33
46173,1061979,0.33144
57337,1318751,0.37746
59649,1371927,0.34786
33658,774134,0.38
67898,1561654,0.36989999999999995
6560,150880,0.25016
68507,1575661,0.38
37276,857348,0.37
9105,209415,0.34703999999999996
41424,952752,0.27786
9586,220478,0.31112
5781,132963,0.23224
36094,830162,0.38
2063,47449,0.37
60511,1391753,0.29678
95008,2185184,0.30913999999999997
46145,1061335,0.35992
43009,989207,0.3
78566,1807018,0.3481
66625,1532375,0.36398
42358,974234,0.33703999999999995
51088,1175024,0.27142
37000,851000,0.31112
62355,1434165,0.36594
32357,744211,0.37974
16442,378166,0.23607999999999998
29940,688620,0.37
7288,167624,0.34
31615,727145,0.38
45400,1044200,0.38
2833,65159,0.36
22350,514050,0.32
83467,1919741,0.28018
97276,2237348,0.27424
10993,252839,0.37
16087,370001,0.36363999999999996
13105,301415,0.37
29488,678224,0.374
23303,535969,0.34
95025,2185575,0.32480000000000003
81913,1883999,0.30407999999999996
78568,1807064,0.31577999999999995
98879,2274217,0.35158000000000006
39262,903026,0.29524
94672,2177456,0.29524
59048,1358104,0.38
66589,1531547,0.38
35320,812360,0.26452
87983,2023609,0.372
36473,838879,0.3599
78339,1801797,0.3549
97358,2239234,0.27777999999999997
66258,1523934,0.2909
55996,1287908,0.33044
28614,658122,0.32215999999999995
8991,206793,0.32218
82801,1904423,0.35742
12743,293089,0.35408000000000006
96975,2230425,0.33764
79489,1828247,0.37762
23065,530495,0.36994
41242,948566,0.35052
79201,1821623,0.34796000000000005
21829,502067,0.36784000000000006
42415,975545,0.36672000000000005
47204,1085692,0.36
61466,1413718,0.255
87062,2002426,0.32368
88414,2033522,0.3419
74471,1712833,0.32698
3600,82800,0.28024
32077,737771,0.368
17450,401350,0.24348000000000003
3149,72427,0.34
93819,2157837,0.37956
52918,1217114,0.37470000000000003
70269,1616187,0.27804
